Kingdom Phylum Class Order Family Genus Species Kingdom.Confidence Phylum.Confidence Class.Confidence Order.Confidence Family.Confidence Genus.Confidence
19f925f41d814c2c7dd3979160b54024 Bacteria Patescibacteria Gracilibacteria Candidatus_Peregrinibacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
f690116cd70c76eabaa25a5bb2517bcf Bacteria Patescibacteria Gracilibacteria Candidatus_Peregrinibacteria NA NA NA 0.98 0.95 0.95 0.95 0.95 0.95
059f53c76f1bc1ed37ccd5d0e7965a13 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.97 0.72 0.61 0.35 0.35 0.35
ffa1418124f2daf61a3099101bdb3be5 Bacteria Patescibacteria NA NA NA NA NA 0.99 0.67 0.47 0.36 0.36 0.36
7e28dda4489207397e4016bf8b535c1d Bacteria NA NA NA NA NA NA 0.93 0.38 0.11 0.11 0.11 0.11
74201135188701a44e5528efb55af4a3 Bacteria NA NA NA NA NA NA 0.92 0.42 0.12 0.12 0.12 0.12
28be2667020ea7b3daf5058f859d7e20 Bacteria Patescibacteria Gracilibacteria Candidatus_Peregrinibacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
a932161257572863b6866e324034564b Bacteria NA NA NA NA NA NA 0.89 0.30 0.30 0.28 0.28 0.28
eae36a1a39b12949e83345447542cd83 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.99 0.92 0.90 0.90 0.90 0.90
7bb74119fd388954fd79d0c5638894d4 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.97 0.94 0.90 0.82 0.82 0.82
1ca8963820bf7a6f8c695219cffa69a0 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.91 0.76 0.72 0.66 0.66 0.66
b6c0996f5bfb501f10aab5f3f5c2cff3 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.86 0.75 0.71 0.62 0.62 0.62
cd40469e7ef5dcbee373652d7f80dc6e Bacteria Patescibacteria NA NA NA NA NA 0.93 0.67 0.41 0.40 0.40 0.40
b6ef79243d5e8656398f08cd716b2f08 Bacteria NA NA NA NA NA NA 0.88 0.16 0.10 0.06 0.06 0.06
92c64bd45ba43fede28e42a89719265a Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.96 0.67 0.60 0.60 0.60 0.60
0c6c6f5086b9ca91b7bdd7735e2d9ffd Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.95 0.81 0.81 0.81 0.81 0.81
41249d9ffae330b2139f177feda29b1f Bacteria Patescibacteria NA NA NA NA NA 0.98 0.53 0.33 0.33 0.33 0.33
f3bc9803c7121be9510fb883ff03d7fd Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
8dc61d01f79f9b152574d4ff3aea7942 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
8604219b172c996a8ffebb60a05cb0f1 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
b763a869b2748a61bdd0e3a9d1c63fd1 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.94 0.84 0.74 0.73 0.73 0.73
2530dddbab6d9cebc7cc6a5b65fea015 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.98 0.92 0.91 0.91 0.91 0.91
b734d8eb167b3edbfe5d7c6db3f04a0d Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.98 0.94 0.92 0.90 0.90 0.90
fc284bde3b0c0cacb97fbba3b45bdac6 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 1.00 1.00 0.97 0.97 0.97
0534e5e335db352806f095f915a0287d Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.96 0.93 0.88 0.88 0.88 0.88
6f14559b29ab203fcfa83325c05a8c79 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 0.95 0.93 0.93 0.93 0.93
9f725807cc25930626474c9696cd6623 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.99 0.95 0.90 0.90 0.90 0.90
b556ab8a02ca06be56af506d4bbde33c Bacteria Patescibacteria NA NA NA NA NA 0.91 0.73 0.44 0.43 0.43 0.43
da7e68b4e2478ad7a3ee4abd8cde4fbf Bacteria NA NA NA NA NA NA 0.88 0.49 0.47 0.42 0.42 0.42
e4358a06d8576cda73b8a250c6c4f556 Bacteria NA NA NA NA NA NA 0.90 0.45 0.41 0.41 0.41 0.41
47e3c5ee0538943ddd741889a609c015 Bacteria NA NA NA NA NA NA 0.94 0.17 0.14 0.09 0.07 0.07
cac8cdd99818c42ff2a562e8eb924b1b Bacteria NA NA NA NA NA NA 0.88 0.15 0.07 0.06 0.05 0.05
b441fa136cc71f2e32c9a191e8f69e0b Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.92 0.60 0.57 0.57 0.57 0.57
d1d0b0a6330dc636472149df3cb8ea3a Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.96 0.76 0.75 0.73 0.73 0.73
65fa11f8497db74de658da6b8a56fc2d Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.90 0.66 0.61 0.59 0.59 0.59
905825c14d791351e59cf2f8947f2aa8 Bacteria Patescibacteria NA NA NA NA NA 0.87 0.56 0.48 0.47 0.47 0.47
a18e4f1589aaf4e7dbe2a2fdda808696 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.93 0.74 0.63 0.63 0.63 0.63
1059e9a9f14fded7cf2b23197435abf5 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
8a447edb3dc4aecbf48f8622c2d9087d Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.95 0.79 0.66 0.54 0.54 0.54
b514fcdc25c267fa1c33393279e096b2 Bacteria NA NA NA NA NA NA 0.88 0.33 0.06 0.06 0.06 0.06
ae4eff1a6b3ffa0f5939fb1c72506819 Bacteria NA NA NA NA NA NA 0.86 0.30 0.13 0.13 0.13 0.13
265f367fad2ecfa1f0d7ab708d204641 Bacteria NA NA NA NA NA NA 0.84 0.40 0.34 0.33 0.33 0.33
2ffc0af978eb49268ad8126ca1cc51f2 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.93 0.68 0.65 0.53 0.53 0.53
34d36d051d8469b39ded9ad9e56e691c Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 0.84 0.84 0.79 0.79 0.79
47e9289d53ab033d260b42c9b24e6e85 Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
72793b813cfe8bdd5d5cc6986b64b303 Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
9e06b55382a854a463dc84b5de4f6124 Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
bc5587f2adb6167651bbd23221bf9af4 Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
6305954b97c1902aba382e18b72ab9ce Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
eed31001e6f19fe2244f6c3d3a83df75 Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
ca8230895afeb30d8e78fb5ecf4b5384 Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
59f78dc0fd986acf1b0583568298b201 Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
544dfca6f47f8e88d764062e18631d65 Bacteria NA NA NA NA NA NA 0.97 0.49 0.32 0.22 0.22 0.22
6f3a98756b2ef6e80afc8f5dbf0bb3b1 Bacteria NA NA NA NA NA NA 0.79 0.13 0.09 0.04 0.04 0.04
509fdbe737a5e3ab573d490e2194daec Bacteria NA NA NA NA NA NA 0.86 0.12 0.09 0.05 0.05 0.04
3578e694048302f7604d79619156574d Bacteria NA NA NA NA NA NA 0.69 0.22 0.06 0.06 0.06 0.06
a61d9af5a9e672a82a445924fcf0211c Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.96 0.69 0.69 0.46 0.46 0.46
2278627167d7eb3a15c0ef0bb4d69185 Bacteria Patescibacteria Gracilibacteria Candidatus_Peregrinibacteria NA NA NA 0.90 0.68 0.62 0.60 0.60 0.60
5c699b3ab78ada576782aa816f46662b Bacteria Patescibacteria Gracilibacteria Candidatus_Peregrinibacteria NA NA NA 0.99 0.95 0.94 0.94 0.94 0.94
a60383202d068ecd631c985bf6a16776 Bacteria Patescibacteria Gracilibacteria Candidatus_Peregrinibacteria NA NA NA 1.00 0.99 0.99 0.73 0.73 0.73
9128538ab3fe80324b97adb9ffe2c9e4 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.98 0.83 0.83 0.72 0.72 0.72
9eee47aec2fa9a498f048739ae9698c9 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.99 0.56 0.55 0.28 0.28 0.28
74347926cdc9d2373f5687907d6847e0 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.96 0.55 0.53 0.37 0.37 0.37
241c2e9a9001f23a9aaf7fb47ced15b4 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.98 0.71 0.69 0.37 0.37 0.37
eb2d49712dd5f0bfe517161d23289ab6 Bacteria NA NA NA NA NA NA 0.96 0.39 0.06 0.06 0.06 0.06
8b202ddb94fcdc5d05e06c2ed5d41a5e Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.93 0.59 0.57 0.38 0.38 0.38
867614a320b084615088f6d0aa25af9d Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.94 0.59 0.56 0.45 0.45 0.45
864e4b6038b50ba7d4e6f230518a9189 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.96 0.75 0.73 0.67 0.67 0.67
dd543d9f468e290eb2ecb96574f5a9b5 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.95 0.84 0.83 0.80 0.80 0.80
d0aea9bd6faf14deaee86da0ca826306 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
a88748099ad8b7e30ce07cd7fdb048fd Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 0.99 0.98 0.97 0.97 0.97
ad65052790f915613a142ea565bbf985 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.95 0.85 0.81 0.80 0.80 0.80
84a467815ccf3293c7cc4e41aafccbbc Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.93 0.83 0.82 0.82 0.82 0.82
b8f06d08972c4a81f21fbff49295794b Bacteria Patescibacteria Gracilibacteria NA NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
b8643aa75f5e16cb34af0e0d29850fa8 Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.98 0.89 0.86 0.85 0.85 0.85
25fa92fda819572300ab2eb7e009621a Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.95 0.82 0.80 0.79 0.79 0.79
986adb120153158d65bd00fb56b85efc Bacteria Patescibacteria Gracilibacteria NA NA NA NA 0.99 0.97 0.91 0.91 0.91 0.91
dc6b2bc93ad78ad508846f3ce2582fa2 Bacteria NA NA NA NA NA NA 0.80 0.06 0.06 0.06 0.06 0.06
0666f59ae74f4b623b6701b554b9709c Bacteria NA NA NA NA NA NA 0.72 0.16 0.16 0.02 0.02 0.02
498fc961fc45707fde1c683088c212e8 Bacteria NA NA NA NA NA NA 0.67 0.27 0.25 0.01 0.01 0.01
5ba7a0399e00d6ab732472c309b25ff2 Bacteria Patescibacteria Gracilibacteria Candidatus_Peregrinibacteria NA NA NA 1.00 0.92 0.86 0.86 0.86 0.86
3b535f3ad86f94079ebc1ddc4e75634d Bacteria Patescibacteria Gracilibacteria Candidatus_Peregrinibacteria NA NA NA 1.00 0.97 0.93 0.93 0.93 0.93
9ce3ba152586c8fa20ecef6a037334a2 Bacteria Patescibacteria NA NA NA NA NA 0.96 0.51 0.46 0.46 0.46 0.46
95314a55a7aee205bdd7fc102aeb53fb Bacteria Patescibacteria NA NA NA NA NA 0.78 0.53 0.40 0.39 0.39 0.39
fec828273519a3a5677d3ec7614ed0d0 Bacteria NA NA NA NA NA NA 0.94 0.32 0.30 0.14 0.14 0.14
693c6adcdb363841fdf466089bd115d6 Bacteria NA NA NA NA NA NA 0.99 0.30 0.30 0.18 0.17 0.17
4558474b516dcb7986e39741472ad905 Bacteria NA NA NA NA NA NA 0.98 0.33 0.18 0.18 0.18 0.18
ed3bd3010d649c9d508b49c7bce72121 Bacteria NA NA NA NA NA NA 0.99 0.45 0.23 0.23 0.23 0.23
daf4c975090ea8769f81ca9261a6dd96 Bacteria NA NA NA NA NA NA 0.99 0.47 0.29 0.29 0.29 0.29
09f610d953dea6a03002d07f4a3a7fdd Bacteria Proteobacteria NA NA NA NA NA 0.94 0.51 0.49 0.17 0.17 0.12
4622ec2ced0b1052b1378d7f07b83626 Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA 0.97 0.66 0.63 0.63 0.57 0.57
36289f4ba8d0acacc928c3470ae0287a Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA 0.94 0.66 0.65 0.65 0.60 0.60
b5dca90533f8fed64b357bcd62762c60 Bacteria NA NA NA NA NA NA 0.97 0.48 0.47 0.47 0.47 0.47
6e356c97f527e636ce5f70885f8528cb Bacteria Patescibacteria NA NA NA NA NA 0.98 0.52 0.49 0.49 0.49 0.49
92f18ea3cf71673f4f0b3ecd9a837d3d Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA 1.00 0.98 0.98 0.98 0.98 0.98
c9db9655f82aad76908b8eb6e411af9a Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA 1.00 1.00 1.00 1.00 0.65 0.65
0e5fe273afb92a4e7bcdc79a9fb6f44f Bacteria Patescibacteria Saccharimonadia Saccharimonadales Saccharimonadaceae TM7a NA 1.00 1.00 1.00 1.00 0.99 0.81
379b0bbdc77490e3d83140db268dddf2 Bacteria Patescibacteria Saccharimonadia Saccharimonadales Saccharimonadaceae TM7a NA 1.00 1.00 1.00 1.00 0.69 0.66
7972d08dda0c378ebbfcf14b2ab30634 Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA 0.97 0.93 0.93 0.93 0.31 0.31
d932147f4b9f50dfc5d9eefd9508bdaf Bacteria NA NA NA NA NA NA 0.94 0.13 0.13 0.13 0.13 0.09
ede8e0a4b46eb41adf011004f353c2ff Bacteria NA NA NA NA NA NA 0.99 0.28 0.18 0.18 0.18 0.16
a675e0e0172701fee53625f191d09451 Bacteria Patescibacteria CPR2 NA NA NA NA 1.00 0.95 0.95 0.95 0.95 0.95
0e3be32985aec331b16579730810bb6a Bacteria Patescibacteria CPR2 NA NA NA NA 1.00 0.98 0.98 0.98 0.98 0.98
dbc9243caab7131fc8f6a51c054caa03 Bacteria Patescibacteria CPR2 NA NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
6e2fc11eadbbb57ff1b12a2b68afc961 Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 0.92 0.59 0.58 0.58 0.58 0.58
25b142fd8a9495637c4d6d9cc5f9b17e Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 0.97 0.87 0.87 0.87 0.87 0.87
47820d49549d27378095a9bc71021f18 Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 0.95 0.72 0.72 0.72 0.72 0.72
6e768bc08bf3225b04885146de070580 Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 1.00 0.98 0.98 0.98 0.98 0.98
4e2766e8691c51bce1b3ced700d50855 Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 0.97 0.89 0.89 0.89 0.89 0.89
61f7ce6d807a19f0a4b436f1ce35f9bd Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
48570ed356c78b380173169087022e82 Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 0.97 0.54 0.53 0.52 0.52 0.52
6755e090e35c501e25bf448778e0d6de Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 0.87 0.71 0.71 0.71 0.71 0.71
f07989f06d9e5216291935c48134e1af Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
9d81ebd45f6857849ebae6f819fe8357 Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 0.99 0.98 0.98 0.98 0.98 0.98
4bee2c7f5c83409c00ad31f2a0fa1d9f Bacteria Patescibacteria Microgenomatia Candidatus_Roizmanbacteria NA NA NA 0.93 0.81 0.79 0.79 0.79 0.79
38396c51c4c5e43d741dcfab9778ddd7 Bacteria Chloroflexi Ktedonobacteria MVP-21 NA NA NA 0.96 0.73 0.71 0.71 0.71 0.71
6bb227946affb44a18ebc654f953cfd9 Bacteria NA NA NA NA NA NA 0.82 0.09 0.08 0.04 0.04 0.03
f101193d54172c3db876d4707e07e07a Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 0.98 0.97 0.97 0.97 0.97 0.97
0a6b6d78f69e84d750aeed7df888b786 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 0.98 0.95 0.94 0.94 0.94 0.94
606b7d18d097085955125ea0c1b15174 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 0.98 0.96 0.96 0.96 0.96 0.96
1b291df54ceb7e2d5cd32419ae54df1d Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 0.97 0.96 0.96 0.96 0.96
e86943b567dd40c4b290c1ef01ec3d76 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 0.98 0.98 0.98 0.98 0.98
60f80a13d1bc041c67020af08610b290 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
3571345bf8546ce6415c8df0fa0d54bd Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 0.99 0.99 0.99 0.99 0.99 0.99
5362cf4e5928cd8f1f5b2929f2dd0513 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
4032ef092fd491d6c64bc1c47778c2c6 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
7e0d1218ffb1718c995b5b12f7cdc41c Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
0f1bfc2f7f306b5bb60ffbed16776f15 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
497cc9c49ebc5b7fa5858fa4aa170118 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
d1db58cd6f6dfeb7be54ddc1e46c43cd Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
21fbd5f6e145c0395cba47e9c104e80b Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
ecf745f6cfe599441ff797e28b55e9a8 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
78eae4e1001f68e8ae5b7845ccf4526e Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 0.99 0.99 0.99 0.99 0.99 0.99
0993e63764153c8168512944a7feb092 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
05858db73877f3ac2a7c7eec33b226b7 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
986787e7b4df3edd5656dab9a8244fd2 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
8a0c0d073040eb579bc7dd6820c903bc Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
bd6e5881251f1fb3ee984290460cecc8 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
405915bb4ed778da8c7eca811a18b001 Bacteria Patescibacteria Microgenomatia Candidatus_Shapirobacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
4943a84e091fbb8a7e2ecb18fc12b6ec Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 0.98 0.89 0.88 0.85 0.85 0.85
ef822a0a4cdfd84496731f72dbd025dc Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 1.00 0.99 0.99 0.98 0.98 0.98
41a03ea01f2930fffd34e8a43bb6aea0 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 1.00 0.99 0.99 0.97 0.97 0.97
9cede7cc64184b54382ebd9fdc4cbc58 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
ad880b7b9be8659f9dd79ddaeae8c740 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 0.99 0.99 0.99 0.99 0.99 0.99
b7bf6164d734a5e669b176bc355c1876 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 0.99 0.99 0.98 0.98 0.98 0.98
544665b367946cdbb243916608596714 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
72fae31b3ef7b2d8c2b693bac5885d05 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
ce8f322cefef7d76869f6dcbb336c281 Bacteria NA NA NA NA NA NA 0.84 0.40 0.39 0.30 0.30 0.30
ae4c4b44dfbbb2d7934b0901bdc0cfa5 Bacteria NA NA NA NA NA NA 0.88 0.46 0.45 0.42 0.42 0.42
9fa54d1e850cf1846b50c1b69e85c473 Bacteria Patescibacteria Microgenomatia NA NA NA NA 0.95 0.78 0.78 0.39 0.39 0.39
6eaa7c644e4ffde6ae4d28d34cf5d136 Bacteria NA NA NA NA NA NA 0.92 0.07 0.07 0.07 0.07 0.07
42f2df12fe4a9082eb1976d6eaab1c2c Bacteria NA NA NA NA NA NA 0.92 0.43 0.41 0.18 0.18 0.18
ecb0f793758edd49cde42394e5c4efff Bacteria Patescibacteria Microgenomatia NA NA NA NA 0.88 0.57 0.52 0.20 0.20 0.20
bdf0b631ffb1ae510fb2b35b32d05063 Bacteria NA NA NA NA NA NA 0.85 0.17 0.17 0.01 0.01 0.01
7122300f38d344fbb51616ef1199366c Bacteria NA NA NA NA NA NA 0.78 0.21 0.21 0.08 0.08 0.07
84bef1d2b33d4dca837203aaf425f4ab Bacteria NA NA NA NA NA NA 0.86 0.44 0.41 0.29 0.29 0.29
7b01b4a2c96c9fa0ee78990b419b9787 Bacteria NA NA NA NA NA NA 0.83 0.05 0.05 0.03 0.03 0.03
1e2bd41ff33e31c6f3d8502fb578836b Bacteria NA NA NA NA NA NA 0.87 0.29 0.28 0.21 0.10 0.10
c47cd291b45d89891b682819a0dc5c63 Bacteria Patescibacteria Microgenomatia NA NA NA NA 0.98 0.81 0.81 0.43 0.43 0.43
b1e0d2296076b03cd083e8096f5db6f8 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 0.96 0.85 0.85 0.51 0.51 0.51
343ca3e4ecbc98ada8bacc5a3828280e Bacteria Patescibacteria Microgenomatia NA NA NA NA 0.94 0.81 0.81 0.48 0.48 0.48
fc5db2f9c851e67412840ca7c7822925 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 0.91 0.58 0.56 0.56 0.56 0.56
dcc0f331020b36749287112f787f9399 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 0.96 0.75 0.75 0.74 0.74 0.74
6b22e9fa3b32977193a95f8ca63fcaf5 Bacteria Patescibacteria Microgenomatia NA NA NA NA 0.84 0.61 0.50 0.35 0.35 0.35
150cbc57451ed41e9e7683cfa59281f5 Bacteria NA NA NA NA NA NA 0.88 0.33 0.31 0.30 0.30 0.30
493095db86af4be88fbcdd9dec3d2e75 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 0.74 0.64 0.63 0.60 0.60 0.60
2d18c2f85804a38fcc81647aaa53a9f4 Bacteria Patescibacteria Microgenomatia Candidatus_Pacebacteria NA NA NA 0.99 0.98 0.94 0.94 0.94 0.94
95ca69b0daa55590f82e734fc37d6b0d Bacteria Patescibacteria Microgenomatia Candidatus_Chisholmbacteria NA NA NA 0.98 0.81 0.78 0.78 0.78 0.78
94cf2fb3c73d19ea1a5ea63ad60146a9 Bacteria NA NA NA NA NA NA 0.89 0.49 0.47 0.26 0.26 0.26
8f4759ebfd106a04e06caf31e8478e15 Bacteria NA NA NA NA NA NA 0.88 0.10 0.10 0.00 0.00 0.00
131b9f7c283c6373acbcd7e8c9fd1f73 Bacteria NA NA NA NA NA NA 0.85 0.02 0.02 0.01 0.01 0.01
fea8d9cbb802a44c59d1e1ebcf34647e Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
837d1bf92f8ca75661b029ab6c33eb03 Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
9d70a5b14c49c1649c276544367ab952 Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
57b30bf97829a27464c0bb06d5213350 Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 1.00 0.99 0.98 0.98 0.98 0.98
a9cea48df8f8b22266e710fdc914dc86 Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 1.00 1.00 1.00 0.99 0.99 0.99
e10fe33936b6ff44f3becce4b66320b2 Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 0.99 0.99 0.99 0.97 0.97 0.97
3ed4c9cf9ba10608a0338ec1259beba8 Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
00c675cf908edb747593890cfa917b6f Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
74b78468886f9e6c18a89d0d2565c017 Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 1.00 1.00 1.00 0.96 0.96 0.96
d8336fb263f4b49bf1610dc2cf29868c Bacteria Patescibacteria Microgenomatia Candidatus_Collierbacteria NA NA NA 0.99 0.98 0.98 0.98 0.98 0.98
